index,movieId,tmdb_title
408,5690,Grave of the Fireflies
409,5693,Saturday Night Fever
410,5694,Staying Alive
411,5696,Urban Cowboy
412,5699,Tom Horn
413,5700,Pumaman
414,5706,...All the Marbles
415,5707,Absence of Malice
416,5712,Blow Out
417,5721,Not the Chosen Wife
418,5723,Continental Divide
419,5733,Eyewitness
420,5735,Faces of Death
421,5736,Faces of Death III
422,5741,The Woman Next Door
423,5742,First Monday in October
425,5746,Galaxy of Terror
426,5747,Gallipoli
427,5749,Ghost Story
428,5752,Gregory's Girl
429,5755,Happy Birthday to Me
430,5764,Looker
431,5767,Teddy Bear
432,5768,Modern Problems
433,5771,My Bloody Valentine
434,5772,My Dinner with Andre
435,5773,Neighbors
436,5780,Polyester
437,5782,The Professional
438,5784,Ghost Ship
439,5785,Jackass: The Movie
440,5786,Paid in Full
441,5787,The Truth About Charlie
442,5788,All or Nothing
443,5791,Frida
444,5792,Roger Dodger
445,5796,Casino Royale
446,5797,The Company of Wolves
447,5799,Exodus
448,5801,The Russians Are Coming! The Russians Are Coming!
449,5802,The World of Henry Orient
450,5803,I Spy
451,5804,The Santa Clause 2
452,5809,Femme Fatale
453,5810,8 Mile
454,5812,Far from Heaven
455,5816,Harry Potter and the Chamber of Secrets
456,5817,Ararat
457,5818,The Crime of Padre Amaro
458,5820,Standing in the Shadows of Motown
459,5826,Rio Grande
460,5828,Blackrock
461,5829,Men with Brooms
462,5833,Dog Soldiers
463,5836,Houseboat
464,5838,Madame Bovary
465,5839,My Father's Glory
466,5840,My Mother's Castle
467,5841,Return to the Blue Lagoon
468,5843,Toy Soldiers
469,5847,Ragtime
470,5849,I'm Starting from Three
471,5853,Scanners
472,5856,Do You Remember Dolly Bell?
473,5863,Take This Job and Shove It
474,5867,Thief
475,5872,Die Another Day
476,5873,The Emperor's Club
477,5874,Friday After Next
478,5875,Personal Velocity
479,5876,The Quiet American
480,5878,Talk to Her
481,5879,Eight Crazy Nights
482,5880,Extreme Ops
483,5881,Solaris
484,5882,Treasure Planet
485,5883,They
486,5884,Chopper Chicks in Zombietown
487,5888,Brother
488,5890,Elling
489,5891,Day of the Woman
490,5893,The Last Seduction
491,5896,New Waterford Girl
492,5899,Zulu
493,5900,Analyze That
494,5901,Empire
495,5902,Adaptation.
496,5903,Equilibrium
497,5912,Vabank
498,5919,Android
499,5922,Attila Scourge of God
500,5925,The Beast Within
501,5927,The Best Little Whorehouse in Texas
502,5929,The Party 2
503,5932,Burden of Dreams
504,5938,Deathtrap
505,5941,Drumline
506,5942,The Hot Chick
507,5943,Maid in Manhattan
508,5944,Star Trek: Nemesis
509,5945,About Schmidt
510,5947,Evelyn
511,5949,Intact
512,5951,Morvern Callar
513,5952,The Lord of the Rings: The Two Towers
514,5953,Devils on the Doorstep
515,5954,25th Hour
516,5955,Antwone Fisher
517,5956,Gangs of New York
518,5957,Two Weeks Notice
519,5959,Narc
520,5961,Blue Steel
521,5962,Body of Evidence
522,5963,The Children's Hour
523,5965,The Duellists
524,5968,Miami Blues
525,5969,My Girl 2
526,5970,My Girl
527,5971,My Neighbor Totoro
528,5974,The Thief of Bagdad
529,5975,War and Peace
530,5979,Attack of the Crab Monsters
531,5980,Black Christmas
532,5984,The Story of O
533,5986,Fat City
534,5988,Quicksilver
535,5989,Catch Me If You Can
536,5990,Pinocchio
537,5991,Chicago
538,5992,24 Hours in the Life of a Woman
539,5993,Max
540,5994,Nicholas Nickleby
541,5995,The Pianist
542,5999,Heavy Metal 2000
543,6001,The King of Comedy
544,6002,Love Liza
545,6003,Confessions of a Dangerous Mind
546,6005,Blue Collar Comedy Tour: The Movie
547,6006,Just Married
548,6012,A Guy Thing
549,6013,Kangaroo Jack
550,6014,National Security
551,6016,City of God
552,6020,Alice Adams
553,6021,The American Friend
554,6022,American Me
555,6023,Band of Outsiders
556,6027,Dogfight
557,6030,Girls! Girls! Girls!
558,6031,Imitation of Life
559,6033,Mystery Date
560,6035,Pépé le Moko
561,6036,Secret Admirer
562,6039,The Woman in Red
563,6040,Darkness Falls
564,6041,Amen.
565,6042,Blind Spot: Hitler's Secretary
566,6044,Blind Date
567,6049,Ethan Frome
568,6051,The Harder They Come
569,6055,Sugar Hill
570,6057,Biker Boyz
571,6058,Final Destination 2
572,6059,The Recruit
573,6060,The Guru
574,6062,Lost in La Mancha
575,6063,May
576,6064,The Harder They Fall
577,6067,Ordinary Decent Criminal
578,6070,Tokyo Decadence
579,6078,Firefox
580,6086,"I, the Jury"
581,6090,Kiss Me Goodbye
582,6093,The Last Unicorn
583,6100,A Midsummer Night's Sex Comedy
584,6101,Missing
585,6104,Monty Python Live at the Hollywood Bowl
586,6107,The Night of the Shooting Stars
587,6111,Paradise
588,6116,The Pirate Movie
589,6119,Santa Claus Is a Stinker
590,6122,Richard Pryor: Live on the Sunset Strip
591,6123,Sans Soleil
592,6124,Savannah Smiles
593,6125,The Secret Policeman's Other Ball
594,6140,Tenebre
595,6143,Trail of the Pink Panther
596,6145,Venom
597,6148,White Dog
598,6153,Zapped!
599,6155,How to Lose a Guy in 10 Days
600,6156,Shanghai Knights
601,6157,Daredevil
602,6158,The Jungle Book 2
603,6159,All the Real Girls
604,6162,Gerry
605,6163,He Loves Me… He Loves Me Not
606,6166,Dennis the Menace
607,6169,The Black Stallion Returns
608,6170,The Black Stallion
609,6178,A Patch of Blue
610,6181,The Red Badge of Courage
611,6182,The Thrill of It All
612,6183,Pillow Talk
613,6184,The Man Who Fell to Earth
614,6185,Dark Blue
615,6186,Gods and Generals
616,6187,The Life of David Gale
617,6188,Old School
618,6192,Open Hearts
619,6193,Poolhall Junkies
620,6195,Stone Reader
621,6196,Cradle 2 the Grave
622,6197,Spider
623,6201,Lady Jane
624,6202,Late Marriage
625,6203,Life Stinks
626,6204,The Meteor Man
627,6210,Volcano High
628,6212,Bringing Down the House
629,6213,Tears of the Sun
630,6214,Irreversible
631,6215,Laurel Canyon
632,6216,Nowhere in Africa
633,6217,The Safety of Objects
634,6218,Bend It Like Beckham
635,6219,The Hunted
636,6220,Willard
637,6222,Prozac Nation
638,6223,The Naked Gun: From the Files of Police Squad!
639,6225,King of Kings
640,6228,The Talk of the Town
641,6232,Born Free
642,6234,Equus
643,6235,Europa Europa
644,6238,Green Card
645,6239,Journey to the Center of the Earth
646,6241,Pauline at the Beach
647,6242,Ring
648,6244,Salaam Bombay!
649,6245,Sweet Charity
650,6246,Talent for the Game
651,6249,Boat Trip
652,6250,Dreamcatcher
653,6251,Piglet's Big Movie
654,6252,View from the Top
655,6254,The Awful Truth
656,6263,Basic
657,6264,The Core
658,6265,Head of State
659,6266,What a Girl Wants
660,6267,Assassination Tango
661,6268,Raising Victor Vargas
662,6269,Stevie
663,6270,Dreams
664,6271,Day for Night
665,6273,In a Lonely Place
666,6279,The Good Thief
667,6280,A Man Apart
668,6281,Phone Booth
669,6283,Cowboy Bebop: The Movie
670,6285,Levity
671,6286,The Man Without a Past
672,6287,Anger Management
673,6288,Better Luck Tomorrow
674,6289,Ghosts of the Abyss
675,6290,House of 1000 Corpses
676,6291,Lilya 4-ever
677,6294,Bulletproof Monk
678,6296,A Mighty Wind
679,6297,Holes
680,6298,Malibu's Most Wanted
681,6299,Winged Migration
682,6300,Flickering Lights
683,6301,Straw Dogs
684,6302,Beginning of the End
685,6303,The Andromeda Strain
686,6305,Fahrenheit 451
687,6306,I Am Trying to Break Your Heart: A Film About Wilco
688,6308,Legal Eagles
689,6310,Memories of You
690,6313,Sibling Rivalry
691,6314,Undercover Blues
692,6315,Wildcats
693,6316,The Wiz
694,6319,My Father the Hero
695,6320,Scenes from a Mall
696,6322,Confidence
697,6323,Identity
698,6324,It Runs in the Family
699,6327,A Decade Under the Influence
700,6329,Manic
701,6330,People I Know
702,6331,Spellbound
703,6332,The Lizzie McGuire Movie
704,6333,X2
705,6334,Blue Car
706,6335,The Dancer Upstairs
707,6336,Marooned in Iraq
708,6337,Owning Mahowny
709,6338,Daddy Day Care
710,6339,Man on the Train
711,6341,The Shape of Things
712,6342,The Trip
713,6344,101 Reykjavik
714,6345,A Chorus Line
715,6347,Beat Street
716,6348,Breakin' 2: Electric Boogaloo
717,6349,Breakin'
718,6350,Castle in the Sky
719,6357,High Society
720,6358,Kiss Me Kate
721,6365,The Matrix Reloaded
722,6367,Down with Love
723,6368,Cinemania
724,6370,The Spanish Apartment
725,6371,Pokémon Heroes
726,6373,Bruce Almighty
727,6374,Herod's Law
728,6375,Gigantic (A Tale of Two Johns)
729,6376,Respiro
730,6377,Finding Nemo
731,6378,The Italian Job
732,6379,Wrong Turn
733,6380,Capturing the Friedmans
734,6383,2 Fast 2 Furious
735,6385,Whale Rider
736,6386,Nevada Smith
737,6387,Once a Thief
738,6390,Silk Stockings
739,6400,Murder on a Sunday Morning
740,6402,Siam Sunset
741,6405,Treasure Island
742,6407,Walk Don't Run
743,6408,Animals Are Beautiful People
744,6410,Car Wash
745,6412,Destry Rides Again
746,6415,Intervista
747,6417,Live Wire
748,6422,Shenandoah
749,6424,Oscar
750,6425,The 6th Man
751,6427,The Railway Children
752,6428,Two Mules for Sister Sara
753,6429,Winchester '73
754,6433,Man with a Movie Camera
755,6434,"Objective, Burma!"
756,6436,This Boy's Life
757,6440,Barton Fink
758,6442,Belle Époque
759,6448,The Flight of the Phoenix
760,6449,From the Terrace
761,6452,"The Long, Hot Summer"
762,6453,Man of Aran
763,6454,Music Box
764,6460,The Trial
765,6461,The Unforgiven
766,6464,Good Burger
767,6465,Bekevar Jubilee
768,6466,Mississippi Masala
769,6476,Shattered
770,6477,The Song of Bernadette
771,6480,Thoroughly Modern Millie
772,6482,Dumb and Dumberer: When Harry Met Lloyd
773,6483,From Justin to Kelly
774,6484,Hollywood Homicide
775,6493,Alex & Emma
776,6502,28 Days Later
777,6503,Charlie's Angels: Full Throttle
778,6506,Fulltime Killer
779,6509,Ali: Fear Eats the Soul
780,6510,"Bodies, Rest & Motion"
781,6515,You Only Live Once
782,6516,Anastasia
783,6517,The Babe
784,6523,Mr. Baseball
785,6527,Scaramouche
786,6528,Start the Revolution Without Me
787,6530,The Tenant
788,6533,"What's Up, Doc?"
789,6534,Hulk
790,6535,"Legally Blonde 2: Red, White & Blonde"
791,6536,Sinbad: Legend of the Seven Seas
792,6537,Terminator 3: Rise of the Machines
793,6538,Swimming Pool
794,6539,Pirates of the Caribbean: The Curse of the Black Pearl
795,6542,The Cuckoo
796,6545,I Capture the Castle
797,6547,Northfork
798,6548,Bad Boys II
799,6549,How to Deal
800,6550,Johnny English
801,6551,The Anarchist Cookbook
802,6552,Dirty Pretty Things
803,6553,The Embalmer
804,6554,Garage Days
805,6557,Born to Be Wild
806,6558,Curly Sue
807,6559,Little Giants
808,6560,Loose Cannons
809,6561,The Mouse That Roared
810,6563,Masked and Anonymous
811,6564,Lara Croft: Tomb Raider - The Cradle of Life
812,6565,Seabiscuit
813,6566,Spy Kids 3-D: Game Over
814,6567,Buffalo Soldiers
815,6568,Camp
816,6571,Mondays in the Sun
817,6572,Scorched
818,6573,Avanti!
819,6574,Eve of Destruction
820,6577,Kickboxer 2: The Road Back
821,6578,"Kiss Me, Stupid"
822,6579,"One, Two, Three"
823,6581,The Private Life of Sherlock Holmes
824,6582,Remo Williams: The Adventure Begins
825,6583,The Blood of Heroes
826,6584,"What's Up, Tiger Lily?"
827,6586,American Wedding
828,6587,Gigli
829,6588,And Now... Ladies and Gentlemen...
830,6591,The Magdalene Sisters
831,6592,The Secret Lives of Dentists
832,6593,Freaky Friday
833,6595,S.W.A.T.
834,6596,Le Divorce
835,6597,The Princess Blade
836,6603,A Double Life
837,6604,The Hawks and the Sparrows
838,6609,The Gospel According to St. Matthew
839,6611,Umberto D.
840,6612,Brother's Keeper
841,6614,I Love You to Death
842,6615,Freddy vs. Jason
843,6616,Grind
844,6617,Open Range
845,6618,Shaolin Soccer
846,6619,Uptown Girls
847,6620,American Splendor
848,6624,Agent Cody Banks
849,6625,Camp Nowhere
850,6628,Hot Dog... The Movie
851,6629,House of Wax
852,6631,Man's Best Friend
853,6636,The Sure Thing
854,6638,Valley Girl
855,6639,Wait Until Dark
856,6643,Tokyo Story
857,6644,The Green Ray
858,6645,THX 1138
859,6650,Kind Hearts and Coronets
860,6654,Atragon
861,6656,Attack of the Puppet People
862,6658,10
863,6659,Tremors
864,6660,The Red Shoes
865,6662,The Pink Panther
866,6663,The Pink Panther Strikes Again
867,6664,Commando
868,6665,Dracula
869,6666,The Discreet Charm of the Bourgeoisie
870,6667,Waco: The Rules of Engagement
871,6668,The Road Home
872,6669,Ikiru
873,6670,Comic Book Villains
874,6671,An Angel at My Table
875,6678,The Handmaid's Tale
876,6679,Morning Musume. 2001 Spring Live Revolution 21 Haru ~Osaka Jou Hall Saishuu Bi~
877,6684,Death in Venice
878,6686,The Medallion
879,6687,My Boss's Daughter
880,6688,Autumn Spring
881,6689,The Battle of Shaker Heights
882,6691,Dust
883,6695,Jeepers Creepers 2
884,6696,Bollywood/Hollywood
885,6699,Once Upon a Time in the Midlands
886,6702,Dickie Roberts: Former Child Star
887,6705,Party Monster
888,6706,Taking Sides
889,6707,Cabin Fever
890,6708,Matchstick Men
891,6709,Once Upon a Time in Mexico
892,6710,Dummy
893,6711,Lost in Translation
894,6713,Millennium Actress
895,6715,Children of the Night
896,6718,Gotcha!
897,6720,Kuffs
898,6721,Once Upon a Time in China
899,6722,Once Upon a Time in China II
900,6724,Paper Moon
901,6731,Day of the Dead
902,6732,"Hello, Dolly!"
903,6734,Memoirs of an Invisible Man
904,6744,Once Bitten
905,6746,Squirm
906,6748,The Brood
907,6750,Anything Else
908,6751,Cold Creek Manor
909,6752,The Fighting Temptations
910,6753,Secondhand Lions
911,6754,Underworld
912,6755,Bubba Ho-tep
913,6760,In This World
914,6763,Duplex
915,6764,The Rundown
916,6765,Under the Tuscan Sun
917,6768,Luther
918,6769,Mambo Italiano
919,6770,My Life Without Me
920,6772,To Be and to Have
921,6773,The Triplets of Belleville
922,6774,Videodrome
923,6775,Life and Debt
924,6776,Lagaan: Once Upon a Time in India
925,6777,Judgment at Nuremberg
926,6780,A Brief History of Time
927,6782,Leningrad Cowboys Go America
928,6783,The Rules of the Game
929,6785,Seven Brides for Seven Brothers
930,6786,Kiss of the Spider Woman
931,6787,All the President's Men
932,6788,Angie
933,6789,The Apartment
934,6790,Avalon
935,6791,Babette's Feast
936,6793,Beethoven
937,6794,Beethoven's 2nd
938,6796,Boyz n the Hood
939,6797,Bugsy
940,6798,Bugsy Malone
941,6800,Cobra
942,6804,Crimewave
943,6807,Monty Python's The Meaning of Life
944,6808,Where Eagles Dare
945,6809,Tightrope
946,6810,Sleeping with the Enemy
947,6811,PCU
948,6812,The Rookie
949,6814,City Heat
950,6816,Three O'Clock High
951,6817,"White Hunter, Black Heart"
952,6818,Come and See
953,6820,Ginger Snaps
954,6821,More American Graffiti
955,6827,It's Pat
956,6832,Regarding Henry
957,6835,Contamination
958,6836,The Amazing Transparent Man
959,6837,Love Affair
960,6849,Scrooge
961,6850,Leap of Faith
962,6851,Gas Food Lodging
963,6852,In Cold Blood
964,6853,Campus Man
965,6856,Yankee Doodle Dandy
966,6857,Ninja Scroll
967,6858,Knife in the Water
968,6860,Mobsters
969,6862,Out of Time
970,6863,School of Rock
971,6867,The Station Agent
972,6868,Wonderland
973,6869,Bus 174
974,6870,Mystic River
975,6872,House of the Dead
976,6873,Intolerable Cruelty
977,6874,Kill Bill: Vol. 1
978,6879,Runaway Jury
979,6880,The Texas Chainsaw Massacre
980,6881,Pieces of April
981,6883,Sylvia
982,6884,Veronica Guerin
983,6885,In the Cut
984,6886,Beyond Borders
985,6887,Radio
986,6888,Scary Movie 3
987,6889,Brother Bear
988,6890,Elephant
989,6893,The Italian Job
990,6898,Sweet Sixteen
991,6899,Alien from L.A.
992,6902,Interstate 60
993,6909,The Eye
994,6911,The Jolson Story
995,6912,You'll Never Get Rich
996,6918,Aparajito
997,6920,Le Cercle Rouge
998,6927,The Human Stain
999,6932,Shattered Glass
1000,6934,The Matrix Revolutions
1001,6936,Elf
1002,6938,Billabong Odyssey
1003,6939,Gloomy Sunday
1004,6942,Love Actually
1005,6944,Father of the Bride
1006,6945,My Architect: A Son's Journey
1007,6946,Looney Tunes: Back in Action
1008,6947,Master and Commander: The Far Side of the World
1009,6948,Tupac: Resurrection
1010,6949,The Big Empty
1011,6950,The Missing
1012,6951,The Cat in the Hat
1013,6952,Gothika
1014,6953,21 Grams
1015,6954,The Barbarian Invasions
1016,6957,Bad Santa
1017,6958,The Haunted Mansion
1018,6959,Timeline
1019,6961,Damage
1020,6962,OT: Our Town
