movieId,tmdb_title,year,has_tfidf,has_embeddings,has_metadata
5007,Topkapi,1964.0,True,True,True
5008,Witness for the Prosecution,1957.0,True,True,True
5009,Ali,2001.0,True,True,True
5010,Black Hawk Down,2001.0,True,True,True
5011,Charlotte Gray,2001.0,True,True,True
5012,Yentl,1983.0,True,True,True
5013,Gosford Park,2001.0,True,True,True
5014,I Am Sam,2001.0,True,True,True
5015,Monster's Ball,2001.0,True,True,True
5016,The Shipping News,2001.0,True,True,True
5021,Murder by Death,1976.0,True,True,True
5023,The Waterdance,1992.0,True,True,True
5025,Orange County,2002.0,True,True,True
5026,Brotherhood of the Wolf,2001.0,True,True,True
5027,Another 48 Hrs.,1990.0,True,True,True
5033,The Russia House,1990.0,True,True,True
5034,Truly Madly Deeply,1991.0,True,True,True
5039,Dragonslayer,1981.0,True,True,True
5040,Conan the Destroyer,1984.0,True,True,True
5041,Fire and Ice,1983.0,True,True,True
5046,Impostor,2002.0,True,True,True
5047,Kung Pow: Enter the Fist,2002.0,True,True,True
5048,Snow Dogs,2002.0,True,True,True
5049,48 Hrs.,1982.0,True,True,True
5051,Italian for Beginners,2000.0,True,True,True
5053,Blankman,1994.0,True,True,True
5054,Brainstorm,1983.0,True,True,True
5055,Dragon: The Bruce Lee Story,1993.0,True,True,True
5059,Little Dieter Needs to Fly,1997.0,True,True,True
5062,Seconds,1966.0,True,True,True
5063,One-Eyed Jacks,1961.0,True,True,True
5064,The Count of Monte Cristo,2002.0,True,True,True
5065,The Mothman Prophecies,2002.0,True,True,True
5066,A Walk to Remember,2002.0,True,True,True
5069,Escaflowne: The Movie,2000.0,True,True,True
5071,Maelström,2000.0,True,True,True
5072,Metropolis,2001.0,True,True,True
5073,The Son's Room,2001.0,True,True,True
5074,Storytelling,2001.0,True,True,True
5075,Waydowntown,2000.0,True,True,True
5076,The Adventures of Huck Finn,1993.0,True,True,True
5077,Cousins,1989.0,True,True,True
5080,Slackers,2002.0,True,True,True
5081,Birthday Girl,2001.0,True,True,True
5083,Rare Birds,2001.0,True,True,True
5088,Going Places,1974.0,True,True,True
5092,Big Fat Liar,2002.0,True,True,True
5093,Collateral Damage,2002.0,True,True,True
5094,Rollerball,2002.0,True,True,True
5095,"Scotland, PA",2001.0,True,True,True
5096,Baby's Day Out,1994.0,True,True,True
5099,Heidi,1937.0,True,True,True
5102,Rookie of the Year,1993.0,True,True,True
5103,The Sandlot,1993.0,True,True,True
5105,Don't Look Now,1973.0,True,True,True
5106,Crossroads,2002.0,True,True,True
5107,Hart's War,2002.0,True,True,True
5108,John Q,2002.0,True,True,True
5109,Return to Never Land,2002.0,True,True,True
5110,Super Troopers,2001.0,True,True,True
5111,The Good Son,1993.0,True,True,True
5112,Last Orders,2001.0,True,True,True
5113,After the Fox,1966.0,True,True,True
5114,The Bad and the Beautiful,1952.0,True,True,True
5116,Designing Woman,1957.0,True,True,True
5120,Sleuth,1972.0,True,True,True
5121,Stroszek,1977.0,True,True,True
5127,Dragonfly,2002.0,True,True,True
5128,Queen of the Damned,2002.0,True,True,True
5131,How to Kill Your Neighbor's Dog,2000.0,True,True,True
5134,Mean Machine,2001.0,True,True,True
5135,Monsoon Wedding,2001.0,True,True,True
5136,Wendigo,2001.0,True,True,True
5137,Scratch,2001.0,True,True,True
5139,The Bad News Bears,1976.0,True,True,True
5146,Vampire Hunter D: Bloodlust,2000.0,True,True,True
5147,Wild Strawberries,1957.0,True,True,True
5151,40 Days and 40 Nights,2002.0,True,True,True
5152,We Were Soldiers,2002.0,True,True,True
5155,The Big Bird Cage,1972.0,True,True,True
5156,The Big Doll House,1971.0,True,True,True
5159,FernGully: The Last Rainforest,1992.0,True,True,True
5168,Royal Wedding,1951.0,True,True,True
5170,All About the Benjamins,2002.0,True,True,True
5171,The Time Machine,2002.0,True,True,True
5177,The Magnificent Ambersons,1942.0,True,True,True
5178,Fun,1994.0,True,True,True
5181,Hangar 18,1980.0,True,True,True
5187,Hopscotch,1980.0,True,True,True
5189,Humanoids from the Deep,1980.0,True,True,True
5197,Little Darlings,1980.0,True,True,True
5198,The Long Good Friday,1980.0,True,True,True
5202,My American Uncle,1980.0,True,True,True
5205,Motel Hell,1980.0,True,True,True
5212,The Octagon,1980.0,True,True,True
5213,"Oh, God! Book II",1980.0,True,True,True
5214,"Oh, God!",1977.0,True,True,True
5218,Ice Age,2002.0,True,True,True
5219,Resident Evil,2002.0,True,True,True
5220,Showtime,2002.0,True,True,True
5221,Harrison's Flowers,2000.0,True,True,True
5222,Kissing Jessica Stein,2001.0,True,True,True
5224,Promises,2001.0,True,True,True
5225,Y Tu Mamá También,2001.0,True,True,True
5226,All the Right Moves,1983.0,True,True,True
5231,Road to Morocco,1942.0,True,True,True
5237,Taps,1981.0,True,True,True
5238,Return of the Secaucus Seven,1980.0,True,True,True
5239,Rude Boy,1980.0,True,True,True
5240,Running Scared,1980.0,True,True,True
5241,Seems Like Old Times,1980.0,True,True,True
5244,Shogun Assassin,1980.0,True,True,True
5246,Smokey and the Bandit II,1980.0,True,True,True
5247,Smokey and the Bandit,1977.0,True,True,True
5248,Smokey and the Bandit Part 3,1983.0,True,True,True
5250,Stir Crazy,1980.0,True,True,True
5254,Blade II,2002.0,True,True,True
5255,Sorority Boys,2002.0,True,True,True
5256,Stolen Summer,2002.0,True,True,True
5258,George Washington,2000.0,True,True,True
5264,Clockstoppers,2002.0,True,True,True
5265,Death to Smoochy,2002.0,True,True,True
5266,Panic Room,2002.0,True,True,True
5267,The Rookie,2002.0,True,True,True
5268,No Such Thing,2001.0,True,True,True
5269,The Piano Teacher,2001.0,True,True,True
5272,Time Out,2001.0,True,True,True
5275,Boxcar Bertha,1972.0,True,True,True
5278,Fraternity Vacation,1985.0,True,True,True
5279,Impromptu,1991.0,True,True,True
5282,High Crimes,2002.0,True,True,True
5283,National Lampoon's Van Wilder,2002.0,True,True,True
5284,Crush,2001.0,True,True,True
5285,Lucky Break,2001.0,True,True,True
5288,The Atomic Cafe,1982.0,True,True,True
5291,Rashomon,1950.0,True,True,True
5292,Slap Shot,1977.0,True,True,True
5293,Changing Lanes,2002.0,True,True,True
5294,Frailty,2001.0,True,True,True
5296,The Sweetest Thing,2002.0,True,True,True
5297,The Cat's Meow,2002.0,True,True,True
5298,Human Nature,2001.0,True,True,True
5299,My Big Fat Greek Wedding,2002.0,True,True,True
5300,3:10 to Yuma,1957.0,True,True,True
5303,Joe Versus the Volcano,1990.0,True,True,True
5307,Taking Care of Business,1990.0,True,True,True
5308,3 Men and a Baby,1987.0,True,True,True
5309,3 Men and a Little Lady,1990.0,True,True,True
5311,The Watcher in the Woods,1980.0,True,True,True
5312,Murder by Numbers,2002.0,True,True,True
5313,The Scorpion King,2002.0,True,True,True
5316,Enigma,2001.0,True,True,True
5319,Nine Queens,2000.0,True,True,True
5321,The Triumph of Love,2001.0,True,True,True
5322,World Traveler,2001.0,True,True,True
5323,Jason X,2002.0,True,True,True
5324,Life or Something Like It,2002.0,True,True,True
5328,Rain,2001.0,True,True,True
5329,The Salton Sea,2002.0,True,True,True
5334,Cadillac Man,1990.0,True,True,True
5337,Delirious,1991.0,True,True,True
5338,Full Moon in Blue Water,1988.0,True,True,True
5339,Husbands and Wives,1992.0,True,True,True
5341,Lenny,1974.0,True,True,True
5345,Triumph of the Spirit,1989.0,True,True,True
5346,Wild Orchid,1990.0,True,True,True
5347,Deuces Wild,2002.0,True,True,True
5348,Hollywood Ending,2002.0,True,True,True
5349,Spider-Man,2002.0,True,True,True
5353,Butterflies Are Free,1972.0,True,True,True
5356,The Giant Spider Invasion,1975.0,True,True,True
5357,Iron Will,1994.0,True,True,True
5358,Mountains of the Moon,1990.0,True,True,True
5361,White Fang,1991.0,True,True,True
5363,The New Guy,2002.0,True,True,True
5364,Unfaithful,2002.0,True,True,True
5365,The Lady and the Duke,2001.0,True,True,True
5372,Calamity Jane,1953.0,True,True,True
5373,The Cranes Are Flying,1957.0,True,True,True
5375,The Harvey Girls,1946.0,True,True,True
5377,About a Boy,2002.0,True,True,True
5378,Star Wars: Episode II - Attack of the Clones,2002.0,True,True,True
5379,The Believer,2001.0,True,True,True
5380,The Importance of Being Earnest,2002.0,True,True,True
5382,Every Which Way but Loose,1978.0,True,True,True
5384,I Want to Live!,1958.0,True,True,True
5385,The Last Waltz,1978.0,True,True,True
5387,Enough,2002.0,True,True,True
5388,Insomnia,2002.0,True,True,True
5389,Spirit: Stallion of the Cimarron,2002.0,True,True,True
5390,CQ,2001.0,True,True,True
5397,Monkey Business,1952.0,True,True,True
5398,Requiem for a Heavyweight,1962.0,True,True,True
5400,The Sum of All Fears,2002.0,True,True,True
5401,Undercover Brother,2002.0,True,True,True
5404,84 Charing Cross Road,1987.0,True,True,True
5409,Rapid Fire,1992.0,True,True,True
5410,Silent Running,1972.0,True,True,True
5414,Bad Company,2002.0,True,True,True
5415,Divine Secrets of the Ya-Ya Sisterhood,2002.0,True,True,True
5416,Cherish,2002.0,True,True,True
5417,Atanarjuat: The Fast Runner,2001.0,True,True,True
5418,The Bourne Identity,2002.0,True,True,True
5419,Scooby-Doo,2002.0,True,True,True
5420,Windtalkers,2002.0,True,True,True
5421,The Dangerous Lives of Altar Boys,2002.0,True,True,True
5422,The Emperor's New Clothes,2001.0,True,True,True
5423,Gangster No. 1,2000.0,True,True,True
5424,Harvard Man,2001.0,True,True,True
5425,Dark Blue World,2001.0,True,True,True
5427,Caveman,1981.0,True,True,True
5428,Cheech & Chong's The Corsican Brothers,1984.0,True,True,True
5433,Silver Bullet,1985.0,True,True,True
5434,"Sorry, Wrong Number",1948.0,True,True,True
5435,Hombre,1967.0,True,True,True
5437,The Manhattan Project,1986.0,True,True,True
5438,Men at Work,1990.0,True,True,True
5440,She Wore a Yellow Ribbon,1949.0,True,True,True
5442,V.I. Warshawski,1991.0,True,True,True
5443,Juwanna Mann,2002.0,True,True,True
5444,Lilo & Stitch,2002.0,True,True,True
5445,Minority Report,2002.0,True,True,True
5446,Rabbit-Proof Fence,2002.0,True,True,True
5447,Sunshine State,2002.0,True,True,True
5448,Hey Arnold! The Movie,2002.0,True,True,True
5449,Mr. Deeds,2002.0,True,True,True
5450,Lovely & Amazing,2001.0,True,True,True
5451,Pumpkin,2002.0,True,True,True
5452,Look Who's Talking Now!,1993.0,True,True,True
5454,Mo' Money,1992.0,True,True,True
5455,The Object of Beauty,1991.0,True,True,True
5456,Wagons East!,1994.0,True,True,True
5458,Like Mike,2002.0,True,True,True
5460,The Powerpuff Girls Movie,2002.0,True,True,True
5461,Me Without You,2001.0,True,True,True
5462,The Crocodile Hunter: Collision Course,2002.0,True,True,True
5463,Reign of Fire,2002.0,True,True,True
5464,Road to Perdition,2002.0,True,True,True
5465,All About Lily Chou-Chou,2001.0,True,True,True
5466,My Wife Is an Actress,2001.0,True,True,True
5468,20 Million Miles to Earth,1957.0,True,True,True
5470,The Importance of Being Earnest,1952.0,True,True,True
5471,Perfect,1985.0,True,True,True
5472,1776,1972.0,True,True,True
5475,Z,1969.0,True,True,True
5476,Halloween: Resurrection,2002.0,True,True,True
5477,Sex and Lucía,2001.0,True,True,True
5478,Eight Legged Freaks,2002.0,True,True,True
5479,K-19: The Widowmaker,2002.0,True,True,True
5480,Stuart Little 2,2002.0,True,True,True
5481,Austin Powers in Goldmember,2002.0,True,True,True
5483,The Kid Stays in the Picture,2002.0,True,True,True
5485,Tadpole,2002.0,True,True,True
5486,Who Is Cletis Tout?,2001.0,True,True,True
5489,Nosferatu the Vampyre,1979.0,True,True,True
5490,The Big Bus,1976.0,True,True,True
5493,In Like Flint,1967.0,True,True,True
5498,Red Beard,1965.0,True,True,True
5499,Robin and Marian,1976.0,True,True,True
5500,Top Secret!,1984.0,True,True,True
5501,The Master of Disguise,2002.0,True,True,True
5502,Signs,2002.0,True,True,True
5503,The Last Kiss,2001.0,True,True,True
5504,Spy Kids 2: The Island of Lost Dreams,2002.0,True,True,True
5505,The Good Girl,2002.0,True,True,True
5506,Blood Work,2002.0,True,True,True
5507,xXx,2002.0,True,True,True
5508,24 Hour Party People,2002.0,True,True,True
5512,Secret Ballot,2001.0,True,True,True
5513,Martin Lawrence Live: Runteldat,2002.0,True,True,True
5515,Songs from the Second Floor,2000.0,True,True,True
5521,The Principal,1987.0,True,True,True
5522,Rollerball,1975.0,True,True,True
5523,The Adventures of Pluto Nash,2002.0,True,True,True
5524,Blue Crush,2002.0,True,True,True
5525,Mostly Martha,2001.0,True,True,True
5527,Possession,2002.0,True,True,True
5528,One Hour Photo,2002.0,True,True,True
5529,Serving Sara,2002.0,True,True,True
5530,S1m0ne,2002.0,True,True,True
5531,Undisputed,2002.0,True,True,True
5537,Satin Rouge,2002.0,True,True,True
5538,The Care Bears Movie,1985.0,True,True,True
5539,Care Bears Movie II: A New Generation,1986.0,True,True,True
5540,Clash of the Titans,1981.0,True,True,True
5541,Hot Shots!,1991.0,True,True,True
5543,Inside 'the Swarm',1978.0,True,True,True
5544,Time After Time,1979.0,True,True,True
5548,Down and Out in Beverly Hills,1986.0,True,True,True
5550,Love Me Tender,1956.0,True,True,True
5553,Stakeout,1987.0,True,True,True
5560,À Nous la Liberté,1931.0,True,True,True
5562,Snipes,2001.0,True,True,True
5563,City by the Sea,2002.0,True,True,True
5564,Swimfan,2002.0,True,True,True
5568,Johnny Dangerously,1984.0,True,True,True
5569,The Last House on the Left,1972.0,True,True,True
5570,Thesis,1996.0,True,True,True
5572,Barbershop,2002.0,True,True,True
5573,Stealing Harvard,2002.0,True,True,True
5574,The Transporter,2002.0,True,True,True
5575,Betty Fisher and Other Stories,2001.0,True,True,True
5577,Igby Goes Down,2002.0,True,True,True
5580,Aspen Extreme,1993.0,True,True,True
5581,Betsy's Wedding,1990.0,True,True,True
5582,Captain Ron,1992.0,True,True,True
5584,Ernest Goes to Jail,1990.0,True,True,True
5585,Ernest Scared Stupid,1991.0,True,True,True
5588,The Hills Have Eyes,1977.0,True,True,True
5589,Indian Summer,1993.0,True,True,True
5590,The Mack,1973.0,True,True,True
5591,Monkey Trouble,1994.0,True,True,True
5596,Spaced Invaders,1990.0,True,True,True
5597,Suburban Commando,1991.0,True,True,True
5601,The Yearling,1946.0,True,True,True
5602,The Ladykillers,1955.0,True,True,True
5603,The Lavender Hill Mob,1951.0,True,True,True
5604,The Man in the White Suit,1951.0,True,True,True
5607,Son of the Bride,2001.0,True,True,True
5608,Acceptable Risk,2001.0,True,True,True
5609,Ballistic: Ecks vs. Sever,2002.0,True,True,True
5610,The Banger Sisters,2002.0,True,True,True
5611,The Four Feathers,2002.0,True,True,True
5612,Trapped,2002.0,True,True,True
5613,8 Women,2002.0,True,True,True
5615,Invincible,2001.0,True,True,True
5617,Secretary,2002.0,True,True,True
5618,Spirited Away,2001.0,True,True,True
5619,The Trials of Henry Kissinger,2002.0,True,True,True
5620,Sweet Home Alabama,2002.0,True,True,True
5621,The Tuxedo,2002.0,True,True,True
5625,Moonlight Mile,2002.0,True,True,True
5628,Wasabi,2001.0,True,True,True
5629,Jonah: A VeggieTales Movie,2002.0,True,True,True
5630,Red Dragon,2002.0,True,True,True
5632,Bloody Sunday,2002.0,True,True,True
5633,Heaven,2002.0,True,True,True
5635,The Man from Elysian Fields,2001.0,True,True,True
5636,Welcome to Collinwood,2002.0,True,True,True
5637,Flirting,1991.0,True,True,True
5638,Mothra vs. Godzilla,1964.0,True,True,True
5640,Godzilla,1956.0,True,True,True
5643,Powaqqatsi,1988.0,True,True,True
5644,The Pride of the Yankees,1942.0,True,True,True
5646,Valmont,1989.0,True,True,True
5649,Dracula,1958.0,True,True,True
5650,Strange Brew,1983.0,True,True,True
5651,The Incredible Mr. Limpet,1964.0,True,True,True
5657,Flashback,1990.0,True,True,True
5663,Below,2002.0,True,True,True
5664,Brown Sugar,2002.0,True,True,True
5665,Knockaround Guys,2002.0,True,True,True
5666,The Rules of Attraction,2002.0,True,True,True
5667,Tuck Everlasting,2002.0,True,True,True
5668,White Oleander,2002.0,True,True,True
5669,Bowling for Columbine,2002.0,True,True,True
5670,Comedian,2002.0,True,True,True
5673,Punch-Drunk Love,2002.0,True,True,True
5675,Swept Away,2002.0,True,True,True
5678,The 51st State,2001.0,True,True,True
5679,The Lord of the Rings: The Fellowship of the Ring,2002.0,True,True,True
5680,Auto Focus,2002.0,True,True,True
5682,The Grey Zone,2001.0,True,True,True
5684,Naqoyqatsi,2002.0,True,True,True
5685,Real Women Have Curves,2002.0,True,True,True
5688,Tully,2000.0,True,True,True
5689,Billy Bathgate,1991.0,True,True,True
5690,Grave of the Fireflies,1988.0,True,True,True
5693,Saturday Night Fever,1977.0,True,True,True
5694,Staying Alive,1983.0,True,True,True
5696,Urban Cowboy,1980.0,True,True,True
5699,Tom Horn,1980.0,True,True,True
5700,Pumaman,1980.0,True,True,True
5706,...All the Marbles,1981.0,True,True,True
5707,Absence of Malice,1981.0,True,True,True
5712,Blow Out,1981.0,True,True,True
5721,Not the Chosen Wife,1981.0,True,True,True
5723,Continental Divide,1981.0,True,True,True
5733,Eyewitness,1981.0,True,True,True
5735,Faces of Death,1978.0,True,True,True
5736,Faces of Death III,1985.0,True,True,True
5741,The Woman Next Door,1981.0,True,True,True
5742,First Monday in October,1981.0,True,True,True
5745,The Four Seasons,1981.0,False,True,True
5746,Galaxy of Terror,1981.0,True,True,True
5747,Gallipoli,1981.0,True,True,True
5749,Ghost Story,1981.0,True,True,True
5752,Gregory's Girl,1981.0,True,True,True
5755,Happy Birthday to Me,1981.0,True,True,True
5764,Looker,1981.0,True,True,True
5767,Teddy Bear,1981.0,True,True,True
5768,Modern Problems,1981.0,True,True,True
5771,My Bloody Valentine,1981.0,True,True,True
5772,My Dinner with Andre,1981.0,True,True,True
5773,Neighbors,1981.0,True,True,True
5780,Polyester,1981.0,True,True,True
5782,The Professional,1981.0,True,True,True
5784,Ghost Ship,2002.0,True,True,True
5785,Jackass: The Movie,2002.0,True,True,True
5786,Paid in Full,2002.0,True,True,True
5787,The Truth About Charlie,2002.0,True,True,True
5788,All or Nothing,2002.0,True,True,True
5791,Frida,2002.0,True,True,True
5792,Roger Dodger,2002.0,True,True,True
5796,Casino Royale,1967.0,True,True,True
5797,The Company of Wolves,1984.0,True,True,True
5799,Exodus,1960.0,True,True,True
5801,The Russians Are Coming! The Russians Are Coming!,1966.0,True,True,True
5802,The World of Henry Orient,1964.0,True,True,True
5803,I Spy,2002.0,True,True,True
5804,The Santa Clause 2,2002.0,True,True,True
5809,Femme Fatale,2002.0,True,True,True
5810,8 Mile,2002.0,True,True,True
5812,Far from Heaven,2002.0,True,True,True
5816,Harry Potter and the Chamber of Secrets,2002.0,True,True,True
5817,Ararat,2002.0,True,True,True
5818,The Crime of Padre Amaro,2002.0,True,True,True
5820,Standing in the Shadows of Motown,2002.0,True,True,True
5826,Rio Grande,1950.0,True,True,True
5828,Blackrock,1997.0,True,True,True
5829,Men with Brooms,2002.0,True,True,True
5833,Dog Soldiers,2002.0,True,True,True
5836,Houseboat,1958.0,True,True,True
5838,Madame Bovary,1991.0,True,True,True
5839,My Father's Glory,1990.0,True,True,True
5840,My Mother's Castle,1990.0,True,True,True
5841,Return to the Blue Lagoon,1991.0,True,True,True
5843,Toy Soldiers,1991.0,True,True,True
5847,Ragtime,1981.0,True,True,True
5849,I'm Starting from Three,1981.0,True,True,True
5853,Scanners,1981.0,True,True,True
5856,Do You Remember Dolly Bell?,1981.0,True,True,True
5863,Take This Job and Shove It,1981.0,True,True,True
5867,Thief,1981.0,True,True,True
5872,Die Another Day,2002.0,True,True,True
5873,The Emperor's Club,2002.0,True,True,True
5874,Friday After Next,2002.0,True,True,True
5875,Personal Velocity,2002.0,True,True,True
5876,The Quiet American,2002.0,True,True,True
5878,Talk to Her,2002.0,True,True,True
5879,Eight Crazy Nights,2002.0,True,True,True
5880,Extreme Ops,2002.0,True,True,True
5881,Solaris,2002.0,True,True,True
5882,Treasure Planet,2002.0,True,True,True
5883,They,2002.0,True,True,True
5884,Chopper Chicks in Zombietown,1989.0,True,True,True
5888,Brother,1997.0,True,True,True
5890,Elling,2001.0,True,True,True
5891,Day of the Woman,1978.0,True,True,True
5893,The Last Seduction,1994.0,True,True,True
5896,New Waterford Girl,1999.0,True,True,True
5899,Zulu,1964.0,True,True,True
5900,Analyze That,2002.0,True,True,True
5901,Empire,2002.0,True,True,True
5902,Adaptation.,2002.0,True,True,True
5903,Equilibrium,2002.0,True,True,True
5912,Vabank,1981.0,True,True,True
5919,Android,1982.0,True,True,True
5922,Attila Scourge of God,1982.0,True,True,True
5925,The Beast Within,1982.0,True,True,True
5927,The Best Little Whorehouse in Texas,1982.0,True,True,True
5929,The Party 2,1982.0,True,True,True
5932,Burden of Dreams,1982.0,True,True,True
5938,Deathtrap,1982.0,True,True,True
5941,Drumline,2002.0,True,True,True
5942,The Hot Chick,2002.0,True,True,True
5943,Maid in Manhattan,2002.0,True,True,True
5944,Star Trek: Nemesis,2002.0,True,True,True
5945,About Schmidt,2002.0,True,True,True
5947,Evelyn,2002.0,True,True,True
5949,Intact,2001.0,True,True,True
5951,Morvern Callar,2002.0,True,True,True
5952,The Lord of the Rings: The Two Towers,2002.0,True,True,True
5953,Devils on the Doorstep,2000.0,True,True,True
5954,25th Hour,2002.0,True,True,True
5955,Antwone Fisher,2002.0,True,True,True
5956,Gangs of New York,2002.0,True,True,True
5957,Two Weeks Notice,2002.0,True,True,True
5959,Narc,2002.0,True,True,True
5961,Blue Steel,1990.0,True,True,True
5962,Body of Evidence,1993.0,True,True,True
5963,The Children's Hour,1961.0,True,True,True
5965,The Duellists,1977.0,True,True,True
5968,Miami Blues,1990.0,True,True,True
5969,My Girl 2,1994.0,True,True,True
5970,My Girl,1991.0,True,True,True
5971,My Neighbor Totoro,1988.0,True,True,True
5974,The Thief of Bagdad,1940.0,True,True,True
5975,War and Peace,1956.0,True,True,True
5979,Attack of the Crab Monsters,1957.0,True,True,True
5980,Black Christmas,1974.0,True,True,True
5984,The Story of O,1975.0,True,True,True
5986,Fat City,1972.0,True,True,True
5988,Quicksilver,1986.0,True,True,True
5989,Catch Me If You Can,2002.0,True,True,True
5990,Pinocchio,2002.0,True,True,True
5991,Chicago,2002.0,True,True,True
5992,24 Hours in the Life of a Woman,2002.0,True,True,True
5993,Max,2002.0,True,True,True
5994,Nicholas Nickleby,2002.0,True,True,True
5995,The Pianist,2002.0,True,True,True
5999,Heavy Metal 2000,2000.0,True,True,True
6001,The King of Comedy,1983.0,True,True,True
6002,Love Liza,2002.0,True,True,True
6003,Confessions of a Dangerous Mind,2002.0,True,True,True
6005,Blue Collar Comedy Tour: The Movie,2003.0,True,True,True
6006,Just Married,2003.0,True,True,True
6012,A Guy Thing,2003.0,True,True,True
6013,Kangaroo Jack,2003.0,True,True,True
6014,National Security,2003.0,True,True,True
6016,City of God,2002.0,True,True,True
6020,Alice Adams,1935.0,True,True,True
6021,The American Friend,1977.0,True,True,True
6022,American Me,1992.0,True,True,True
6023,Band of Outsiders,1964.0,True,True,True
6027,Dogfight,1991.0,True,True,True
6030,Girls! Girls! Girls!,1962.0,True,True,True
6031,Imitation of Life,1959.0,True,True,True
6033,Mystery Date,1991.0,True,True,True
6035,Pépé le Moko,1937.0,True,True,True
6036,Secret Admirer,1985.0,True,True,True
6039,The Woman in Red,1984.0,True,True,True
6040,Darkness Falls,2003.0,True,True,True
6041,Amen.,2002.0,True,True,True
6042,Blind Spot: Hitler's Secretary,2002.0,True,True,True
6044,Blind Date,1984.0,True,True,True
6049,Ethan Frome,1993.0,True,True,True
6051,The Harder They Come,1973.0,True,True,True
6055,Sugar Hill,1994.0,True,True,True
6057,Biker Boyz,2003.0,True,True,True
6058,Final Destination 2,2003.0,True,True,True
6059,The Recruit,2003.0,True,True,True
6060,The Guru,2002.0,True,True,True
6062,Lost in La Mancha,2002.0,True,True,True
6063,May,2002.0,True,True,True
6064,The Harder They Fall,1956.0,True,True,True
6067,Ordinary Decent Criminal,2000.0,True,True,True
6070,Tokyo Decadence,1992.0,True,True,True
6078,Firefox,1982.0,True,True,True
6086,"I, the Jury",1982.0,True,True,True
6090,Kiss Me Goodbye,1982.0,True,True,True
6093,The Last Unicorn,1982.0,True,True,True
6100,A Midsummer Night's Sex Comedy,1982.0,True,True,True
6101,Missing,1982.0,True,True,True
6104,Monty Python Live at the Hollywood Bowl,1982.0,True,True,True
6107,The Night of the Shooting Stars,1982.0,True,True,True
6111,Paradise,1982.0,True,True,True
6116,The Pirate Movie,1982.0,True,True,True
6119,Santa Claus Is a Stinker,1982.0,True,True,True
6122,Richard Pryor: Live on the Sunset Strip,1982.0,True,True,True
6123,Sans Soleil,1983.0,True,True,True
6124,Savannah Smiles,1982.0,True,True,True
6125,The Secret Policeman's Other Ball,1982.0,True,True,True
6140,Tenebre,1982.0,True,True,True
6143,Trail of the Pink Panther,1982.0,True,True,True
6145,Venom,1982.0,True,True,True
6148,White Dog,1982.0,True,True,True
6153,Zapped!,1982.0,True,True,True
6155,How to Lose a Guy in 10 Days,2003.0,True,True,True
6156,Shanghai Knights,2003.0,True,True,True
6157,Daredevil,2003.0,True,True,True
6158,The Jungle Book 2,2003.0,True,True,True
6159,All the Real Girls,2003.0,True,True,True
6162,Gerry,2002.0,True,True,True
6163,He Loves Me… He Loves Me Not,2002.0,True,True,True
6166,Dennis the Menace,1993.0,True,True,True
6169,The Black Stallion Returns,1983.0,True,True,True
6170,The Black Stallion,1979.0,True,True,True
6178,A Patch of Blue,1965.0,True,True,True
6181,The Red Badge of Courage,1951.0,True,True,True
6182,The Thrill of It All,1963.0,True,True,True
6183,Pillow Talk,1959.0,True,True,True
6184,The Man Who Fell to Earth,1976.0,True,True,True
6185,Dark Blue,2003.0,True,True,True
6186,Gods and Generals,2003.0,True,True,True
